order_id,user_id,item_id,quantity,order_date
47319,9242,363,10,2025-01-26
47320,3131,191,4,2023-09-05
47321,8198,158,10,2025-02-11
47322,6880,389,2,2023-12-27
47323,2854,395,6,2023-06-23
47324,5372,175,10,2024-02-14
47325,2931,96,2,2023-08-17
47326,4933,205,4,2024-02-16
47327,2171,418,9,2023-11-18
47328,7693,417,9,2025-02-05
47329,2021,475,2,2025-02-07
47330,6936,67,6,2023-09-20
47331,9860,444,9,2023-12-06
47332,3789,334,10,2023-11-22
47333,1694,112,6,2023-09-11
47334,941,259,4,2024-12-14
47335,2567,467,4,2023-11-01
47336,2395,117,6,2024-02-05
47337,9690,41,7,2023-08-01
47338,6322,338,2,2024-11-03
47339,897,240,5,2024-03-22
47340,6275,149,5,2024-06-19
47341,3459,315,10,2024-08-25
47342,2275,6,7,2023-09-24
47343,1999,408,2,2023-08-03
47344,915,138,9,2025-02-18
47345,6645,165,8,2024-01-09
47346,8776,92,10,2024-11-02
47347,5151,234,9,2024-12-30
47348,7970,246,6,2023-05-09
47349,5346,4,8,2025-04-07
47350,1722,264,2,2024-12-04
47351,252,92,6,2024-04-07
47352,5597,332,1,2025-01-29
47353,8885,154,4,2023-09-24
47354,2682,102,5,2024-02-22
47355,4458,297,8,2023-12-06
47356,2569,252,6,2024-11-07
47357,6025,167,7,2024-03-25
47358,7422,420,1,2024-05-10
47359,7921,411,1,2024-05-24
47360,9612,44,7,2023-06-29
47361,1246,247,1,2025-02-15
47362,8734,415,5,2023-05-20
47363,7136,16,10,2024-03-18
47364,4856,495,6,2023-12-29
47365,6480,249,6,2024-02-10
47366,9114,11,10,2025-02-09
47367,5108,458,9,2025-02-07
47368,3572,351,1,2024-11-10
47369,1085,104,4,2025-04-20
47370,9799,437,6,2024-03-16
47371,9387,22,8,2024-06-08
47372,5513,152,2,2024-12-28
47373,1200,459,9,2024-03-19
47374,3121,79,5,2024-12-02
47375,1876,11,3,2024-05-19
47376,4473,217,5,2025-01-02
47377,167,194,4,2025-03-26
47378,4780,314,9,2023-10-15
47379,9911,27,5,2023-07-01
47380,1046,312,1,2024-04-14
47381,2299,186,2,2025-01-09
47382,1637,291,1,2024-12-21
47383,2308,152,5,2023-05-23
47384,1306,97,7,2023-05-24
47385,1326,216,8,2023-10-15
47386,2251,444,7,2023-12-08
47387,8578,335,8,2023-06-22
47388,7704,437,3,2024-06-18
47389,5,386,8,2024-08-24
47390,9186,407,4,2024-07-23
47391,2102,149,9,2024-03-18
47392,3569,182,7,2024-04-04
47393,1858,52,7,2023-05-24
47394,1993,231,4,2023-06-05
47395,3814,332,9,2024-10-22
47396,7664,482,2,2024-01-03
47397,9251,62,9,2023-06-07
47398,3931,260,8,2025-03-21
47399,9022,125,4,2024-02-13
47400,2805,224,9,2023-07-23
47401,7788,369,7,2025-01-29
47402,3491,231,8,2024-09-06
47403,3927,30,7,2024-01-18
47404,521,378,4,2023-07-12
47405,6494,358,2,2024-10-09
47406,7916,462,10,2024-04-14
47407,2174,266,7,2024-01-26
47408,142,437,5,2025-04-12
47409,7312,239,4,2023-06-02
47410,2116,249,6,2023-07-19
47411,2951,269,9,2025-04-03
47412,2538,396,1,2024-09-20
47413,9724,177,1,2023-08-13
47414,7629,488,5,2025-04-15
47415,9714,471,10,2024-09-28
47416,69,170,9,2024-11-24
47417,697,291,9,2023-08-15
47418,7688,31,8,2023-07-15
47419,9753,471,2,2024-06-22
47420,9828,392,2,2023-07-22
47421,5853,384,9,2024-11-13
47422,9073,112,5,2023-12-26
47423,5863,94,5,2024-05-11
47424,5127,142,7,2025-04-21
47425,7620,353,8,2023-11-27
47426,5505,445,3,2024-12-04
47427,1519,8,9,2024-07-17
47428,2975,407,2,2025-04-30
47429,9663,53,5,2024-06-01
47430,3518,404,9,2024-09-07
47431,320,90,1,2024-05-03
47432,8711,316,7,2024-04-28
47433,7900,406,2,2023-08-25
47434,1576,396,10,2024-12-03
47435,1739,209,1,2025-04-24
47436,9672,60,3,2024-10-23
47437,6357,286,10,2024-03-22
47438,7172,406,6,2025-01-07
47439,3944,298,6,2023-07-19
47440,3563,68,3,2024-04-16
47441,7922,13,9,2023-07-23
47442,7100,423,6,2024-04-09
47443,8298,88,8,2025-01-30
47444,1329,371,4,2025-02-24
47445,3880,497,7,2024-02-23
47446,7890,221,10,2024-01-17
47447,5969,468,2,2024-12-16
47448,9683,155,10,2023-10-09
47449,2012,498,10,2025-01-02
47450,9236,320,7,2024-07-06
47451,4835,327,9,2024-08-25
47452,2003,400,10,2023-08-14
47453,1935,325,6,2024-11-07
47454,9876,452,8,2023-10-23
47455,8158,499,9,2024-10-02
47456,1328,480,5,2024-02-29
47457,6487,191,9,2025-01-31
47458,7490,391,4,2023-10-19
47459,7465,184,1,2025-03-11
47460,7509,11,1,2024-03-21
47461,7898,361,9,2023-12-18
47462,2844,267,2,2024-07-24
47463,9652,373,8,2024-07-13
47464,5450,308,10,2023-07-18
47465,2133,325,4,2023-05-14
47466,218,129,7,2024-04-22
47467,5631,457,9,2024-07-25
47468,8276,221,4,2024-12-10
47469,9438,127,2,2024-09-14
47470,2968,429,5,2024-10-20
47471,8856,229,1,2024-05-23
47472,7723,378,3,2024-12-31
47473,576,394,7,2025-05-01
47474,8612,274,2,2023-05-21
47475,4845,238,10,2025-03-20
47476,8297,149,4,2023-07-27
47477,1790,335,3,2023-08-23
47478,6503,486,5,2023-08-18
47479,7881,420,4,2025-05-06
47480,9121,345,7,2023-11-21
47481,8576,263,1,2023-10-24
47482,9191,54,3,2024-05-29
47483,6699,383,2,2025-01-26
47484,8510,418,1,2023-05-18
47485,7540,290,1,2025-04-30
47486,746,226,8,2023-12-03
47487,4892,266,6,2023-05-10
47488,1737,416,1,2024-06-20
47489,1256,232,6,2023-05-22
47490,1758,223,8,2023-05-21
47491,6282,401,9,2023-05-22
47492,4054,151,3,2024-12-16
47493,6223,480,10,2025-04-03
47494,42,125,6,2024-06-06
47495,9387,44,2,2025-03-01
47496,869,47,5,2024-03-25
47497,1460,165,3,2024-12-20
47498,123,441,4,2024-08-12
47499,8378,259,3,2024-08-09
47500,9334,480,3,2024-12-22
47501,6721,169,8,2023-06-02
47502,1981,473,7,2024-02-14
47503,2372,40,4,2023-07-18
47504,189,134,5,2024-11-21
47505,932,146,9,2024-10-12
47506,9069,489,8,2024-01-02
47507,4757,201,10,2023-06-24
47508,7084,51,1,2023-08-30
47509,5272,303,10,2023-06-17
47510,1087,89,4,2024-04-10
47511,8048,211,8,2023-06-07
47512,7784,70,8,2024-04-18
47513,536,167,8,2024-07-05
47514,8502,376,7,2025-02-09
47515,5666,176,3,2025-01-23
47516,72,168,5,2024-06-03
47517,9121,112,8,2023-06-12
47518,5057,205,10,2023-07-12
47519,718,218,5,2024-12-09
47520,8146,397,7,2024-07-21
47521,4126,31,6,2025-03-28
47522,16,398,5,2025-02-15
47523,4326,7,9,2025-02-22
47524,4082,97,7,2025-04-29
47525,9584,482,3,2024-10-13
47526,1223,171,3,2024-11-17
47527,6701,21,7,2023-08-09
47528,4891,158,2,2024-05-31
47529,6940,72,3,2023-08-22
47530,180,100,5,2023-06-24
47531,6149,276,5,2024-03-07
47532,3764,425,9,2025-04-28
47533,9693,174,5,2024-07-20
47534,8153,229,2,2023-05-31
47535,6311,500,1,2024-06-03
47536,4303,270,1,2023-11-14
47537,6018,240,4,2025-04-18
47538,5363,279,9,2025-04-25
47539,4289,136,6,2023-09-12
47540,4340,285,2,2024-07-23
47541,2065,160,7,2024-06-23
47542,1544,344,6,2023-12-13
47543,7523,24,10,2023-07-29
47544,8739,68,8,2024-06-21
47545,2159,291,1,2024-02-03
47546,8628,291,3,2023-11-04
47547,9635,16,4,2024-10-03
47548,1961,387,9,2023-12-20
47549,8785,55,4,2025-03-27
47550,5907,187,9,2023-12-14
47551,1553,11,4,2025-03-21
47552,9314,29,10,2024-05-09
47553,8777,272,1,2024-09-01
47554,3791,88,6,2023-06-23
47555,4840,490,3,2024-06-02
47556,8269,220,5,2024-02-08
47557,4343,131,10,2024-09-06
47558,4839,452,8,2023-11-25
47559,6633,339,7,2023-11-20
47560,1469,457,5,2024-08-06
47561,2987,170,9,2023-10-31
47562,5438,249,10,2023-10-30
47563,3953,156,8,2024-08-06
47564,866,296,8,2025-01-13
47565,5728,48,3,2023-10-20
47566,4186,38,8,2024-06-09
47567,9938,159,3,2024-02-21
47568,4709,171,1,2024-12-26
47569,9644,72,1,2023-09-04
47570,3927,32,2,2023-09-26
47571,5742,87,3,2024-06-29
47572,8846,474,6,2024-12-15
47573,11,375,3,2024-11-13
47574,4925,235,2,2024-03-07
47575,5946,86,8,2023-07-21
47576,6178,126,7,2023-09-06
47577,6218,482,9,2025-02-11
47578,7911,13,10,2024-12-12
47579,9053,300,1,2024-04-04
47580,4674,182,1,2025-03-04
47581,8856,101,10,2024-06-30
47582,4119,424,8,2024-06-08
47583,2957,421,1,2024-11-19
47584,7587,216,10,2024-12-06
47585,5976,460,4,2025-04-01
47586,6530,278,10,2025-03-15
47587,2473,96,3,2023-09-24
47588,8648,293,9,2024-05-08
47589,7662,268,4,2024-02-10
47590,2971,431,7,2024-09-07
47591,9487,246,1,2023-10-06
47592,3622,402,7,2024-08-18
47593,7642,183,9,2024-06-24
47594,8591,33,4,2023-05-17
47595,5968,89,9,2023-05-18
47596,5753,318,1,2025-01-30
47597,7907,214,6,2023-12-16
47598,9777,390,6,2023-05-23
47599,5193,290,1,2024-09-25
47600,930,304,6,2023-08-12
47601,3512,297,9,2023-06-09
47602,4816,329,10,2025-04-13
47603,7872,5,5,2024-08-12
47604,7746,471,1,2024-10-12
47605,3627,369,5,2024-08-03
47606,33,172,3,2024-08-10
47607,9526,405,5,2024-10-24
47608,1133,298,2,2025-02-24
47609,4625,477,6,2024-07-15
47610,8781,413,10,2023-11-19
47611,2861,320,8,2023-10-27
47612,490,330,9,2025-01-26
47613,2764,330,1,2023-06-17
47614,6665,401,9,2023-12-07
47615,571,266,7,2024-11-21
47616,3491,201,7,2023-07-19
47617,2584,365,2,2024-01-25
47618,3781,362,2,2024-02-21
47619,3773,21,8,2024-04-28
47620,1272,383,7,2025-03-27
47621,9747,183,3,2024-01-18
47622,1153,181,7,2024-07-13
47623,411,457,6,2023-12-02
47624,6253,297,9,2025-04-03
47625,7719,118,6,2023-12-12
47626,2257,210,10,2024-05-28
47627,1021,290,1,2024-07-09
47628,1139,156,9,2024-05-02
47629,7993,446,6,2025-02-15
47630,4859,258,5,2024-12-10
47631,1367,56,10,2024-05-18
47632,9369,147,8,2025-03-01
47633,5457,406,7,2025-03-16
47634,3767,364,4,2023-12-03
47635,8439,472,8,2024-02-26
47636,9641,117,4,2024-11-04
47637,2995,116,6,2025-03-16
47638,6640,316,10,2025-03-04
47639,1541,375,1,2023-06-10
47640,7451,54,1,2023-10-27
47641,8138,78,7,2024-11-30
47642,4139,192,7,2025-01-19
47643,3039,305,3,2023-07-25
47644,1579,71,3,2023-06-16
47645,1344,30,7,2024-11-16
47646,4856,106,8,2024-05-28
47647,6233,72,8,2024-02-04
47648,849,129,7,2024-12-13
47649,4424,456,9,2025-03-17
47650,8013,265,3,2025-02-22
47651,7521,336,9,2023-11-15
47652,7301,119,6,2024-09-28
47653,8887,349,7,2025-01-01
47654,5832,358,9,2024-08-01
47655,2956,108,7,2023-07-21
47656,3131,420,1,2024-07-01
47657,6816,67,8,2024-05-08
47658,7456,233,9,2025-02-07
47659,9823,93,9,2023-12-24
47660,3208,288,9,2024-03-05
47661,1615,79,10,2024-11-09
47662,8771,446,6,2024-11-10
47663,6351,72,4,2023-08-15
47664,1625,375,2,2024-02-03
47665,6158,191,7,2024-04-22
47666,9778,189,1,2024-10-18
47667,2090,67,7,2025-01-01
47668,7975,290,7,2025-03-19
47669,9619,292,2,2024-07-07
47670,7370,291,2,2023-07-20
47671,6312,376,5,2023-07-24
47672,6601,309,5,2023-09-29
47673,8810,249,2,2025-04-18
47674,1440,91,6,2025-02-07
47675,6563,411,8,2023-12-09
47676,3872,332,9,2024-11-26
47677,6158,67,8,2025-02-17
47678,7938,153,4,2024-07-05
47679,5726,432,8,2023-09-22
47680,7117,176,10,2024-02-11
47681,3628,291,7,2024-05-12
47682,2491,41,9,2023-10-17
47683,3708,175,10,2025-04-10
47684,2364,379,5,2023-11-05
47685,9481,40,7,2024-12-13
47686,1721,198,2,2024-11-25
47687,3051,420,7,2023-07-29
47688,6816,267,2,2023-06-09
47689,8461,67,4,2024-05-09
47690,9990,89,5,2024-06-20
47691,5800,238,7,2024-11-14
47692,4888,397,10,2023-05-12
47693,2722,329,3,2025-04-25
47694,9941,89,1,2023-08-26
47695,6310,227,10,2024-01-26
47696,4043,441,9,2024-03-17
47697,6024,256,4,2024-07-24
47698,5901,385,10,2024-09-08
47699,4884,18,6,2025-04-29
47700,3636,289,9,2025-02-02
47701,7007,396,6,2023-06-02
47702,5866,173,2,2024-06-17
47703,232,487,7,2023-11-06
47704,1568,38,7,2024-07-29
47705,3893,288,10,2025-02-25
47706,4693,422,5,2024-08-18
47707,9474,408,5,2023-08-19
47708,1904,126,1,2024-09-08
47709,2899,148,10,2024-02-02
47710,3341,237,3,2023-09-10
47711,6953,51,3,2024-01-29
47712,9135,368,9,2023-09-09
47713,2283,84,8,2024-08-17
47714,5300,109,3,2023-07-13
47715,6778,362,3,2023-08-23
47716,6449,445,2,2024-11-08
47717,3071,17,6,2023-07-11
47718,7126,297,1,2024-11-13
47719,7286,204,5,2024-02-25
47720,7597,199,8,2024-10-21
47721,2179,448,3,2023-05-31
47722,5007,178,5,2023-11-09
47723,8536,160,7,2023-11-05
47724,6972,99,1,2023-10-17
47725,8853,157,9,2024-02-09
47726,3677,20,2,2023-05-26
47727,3217,76,2,2024-10-15
47728,4403,75,4,2024-06-15
47729,3877,136,6,2025-03-14
47730,3981,357,8,2023-10-04
47731,5992,7,3,2024-01-03
47732,1663,435,10,2023-11-23
47733,14,121,3,2024-09-12
47734,4345,459,5,2025-03-30
47735,1581,471,4,2024-12-27
47736,3764,76,3,2024-02-28
47737,4289,386,6,2024-12-16
47738,7716,248,9,2023-06-02
47739,3487,109,8,2024-06-17
47740,9697,127,8,2023-10-10
47741,59,274,7,2023-12-19
47742,3242,263,3,2024-02-23
47743,9594,428,9,2024-08-15
47744,8940,493,6,2024-02-18
47745,2182,461,5,2023-06-14
47746,9390,454,7,2024-02-05
47747,7437,473,3,2023-10-02
47748,1447,42,2,2023-10-19
47749,3325,486,3,2024-03-31
47750,26,282,2,2024-01-02
47751,5307,130,3,2024-06-12
47752,6569,297,6,2024-04-15
47753,322,8,2,2025-01-22
47754,7045,264,5,2024-10-22
47755,7001,277,8,2025-04-02
47756,3823,227,6,2025-04-21
47757,7033,423,2,2023-10-01
47758,6864,448,9,2024-06-19
47759,1986,159,4,2025-04-24
47760,7612,335,6,2024-09-13
47761,4143,390,8,2023-07-12
47762,4504,3,2,2024-02-18
47763,4999,25,6,2024-10-03
47764,2203,460,6,2023-08-20
47765,4311,114,3,2025-02-02
47766,6449,120,6,2024-06-22
47767,857,451,10,2023-12-20
47768,2841,221,4,2024-11-10
47769,6595,303,1,2024-02-17
47770,3918,480,7,2023-05-20
47771,8969,439,1,2024-01-22
47772,7464,245,7,2025-03-12
47773,3866,14,4,2024-01-30
47774,2898,253,2,2023-12-19
47775,8595,361,5,2025-04-25
47776,3482,279,4,2024-06-20
47777,2460,234,6,2025-04-21
47778,136,351,8,2024-08-01
47779,679,282,7,2023-11-27
47780,271,149,5,2024-07-09
47781,2692,319,8,2023-10-24
47782,6598,3,4,2025-04-23
47783,4162,217,2,2024-11-19
47784,1191,256,4,2023-06-23
47785,8901,206,4,2023-07-27
47786,5743,466,6,2023-07-10
47787,6855,458,4,2024-11-27
47788,1566,492,6,2023-10-13
47789,5187,437,10,2024-06-29
47790,3125,14,5,2024-03-07
47791,1272,400,9,2024-05-18
47792,6293,47,1,2023-06-28
47793,7896,467,7,2025-04-22
47794,7573,92,9,2024-02-19
47795,1008,314,6,2024-05-28
47796,803,474,5,2023-12-23
47797,9101,387,4,2023-08-10
47798,7407,36,2,2024-05-11
47799,2395,304,1,2024-05-06
47800,6153,122,2,2023-07-20
47801,4353,329,8,2025-01-08
47802,9278,35,5,2024-05-26
47803,3774,297,5,2024-07-03
47804,2352,171,8,2025-03-12
47805,8133,336,6,2025-04-02
47806,1415,112,9,2024-11-05
47807,2918,425,5,2024-02-23
47808,4695,155,3,2023-10-16
47809,3831,129,6,2025-03-17
47810,4289,409,7,2024-10-05
47811,2680,394,7,2024-04-25
47812,6678,494,6,2024-04-10
47813,7684,163,5,2023-12-23
47814,186,47,8,2023-06-23
47815,2716,23,10,2023-10-15
47816,5065,146,1,2023-11-28
47817,3855,25,3,2025-03-19
47818,360,166,6,2023-11-11
47819,9867,146,3,2023-10-07
47820,1802,160,2,2024-09-24
47821,174,213,8,2024-03-14
47822,9508,132,4,2024-07-20
47823,3138,70,1,2023-10-15
47824,3644,63,1,2024-10-27
47825,263,373,7,2025-01-17
47826,5364,80,4,2024-12-05
47827,2497,34,2,2024-02-27
47828,3755,84,4,2024-07-18
47829,232,146,3,2025-03-09
47830,5015,158,2,2023-08-17
47831,4567,294,2,2023-10-08
47832,7420,58,8,2023-09-24
47833,9536,96,4,2024-01-14
47834,3946,334,10,2024-01-01
47835,3707,315,10,2024-03-17
47836,2154,369,6,2024-12-22
47837,3294,189,9,2024-02-11
47838,1724,202,2,2024-12-07
47839,9646,394,3,2023-07-15
47840,260,406,4,2023-12-18
47841,6866,185,9,2024-08-29
47842,4489,59,1,2024-03-11
47843,7520,183,3,2024-09-15
47844,8552,320,2,2025-02-21
47845,1075,329,7,2024-03-19
47846,2411,207,2,2023-07-21
47847,1817,247,2,2023-12-21
47848,3608,72,3,2025-04-13
47849,3184,104,2,2024-08-02
47850,6982,258,9,2023-06-15
47851,8552,188,2,2023-08-10
47852,1984,206,4,2025-02-03
47853,2415,239,2,2025-01-01
47854,6011,156,10,2023-12-31
47855,2215,425,8,2025-02-04
47856,6678,321,6,2025-02-20
47857,1869,201,1,2024-01-27
47858,3461,183,1,2024-07-26
47859,935,264,7,2025-03-20
47860,9461,244,5,2024-07-15
47861,4878,223,3,2025-02-15
47862,6078,223,6,2025-03-08
47863,3136,69,1,2025-01-15
47864,3577,265,5,2024-12-01
47865,3532,341,6,2024-05-08
47866,4385,10,10,2023-09-01
47867,7226,140,4,2024-06-25
47868,4657,156,2,2023-10-16
47869,7541,497,9,2024-03-22
47870,8296,383,1,2024-08-07
47871,785,431,8,2023-11-28
47872,1148,450,10,2025-02-22
47873,3009,36,1,2023-12-22
47874,7396,53,5,2024-11-29
47875,1250,391,9,2024-03-13
47876,2452,369,4,2023-12-05
47877,8745,213,1,2023-11-30
47878,4308,80,1,2025-03-13
47879,1141,470,10,2024-05-12
47880,874,465,1,2024-07-28
47881,6811,495,10,2024-12-25
47882,5299,383,5,2024-09-07
47883,8099,402,4,2023-10-23
47884,9775,157,1,2024-11-05
47885,6229,45,7,2024-01-05
47886,4932,268,2,2024-10-18
47887,8389,262,10,2024-04-05
47888,8216,382,8,2024-11-14
47889,4482,116,2,2023-07-29
47890,5124,242,8,2025-04-06
47891,2611,104,9,2023-05-31
47892,5879,72,2,2023-09-16
47893,3253,91,10,2023-11-19
47894,1142,20,7,2023-12-12
47895,6552,315,10,2024-10-26
47896,4935,494,8,2023-06-22
47897,5470,319,4,2023-08-27
47898,7410,242,8,2024-08-30
47899,5688,234,4,2024-10-22
47900,946,186,10,2025-04-02
47901,6342,395,3,2025-03-17
47902,1234,354,1,2023-10-23
47903,4156,247,8,2025-02-24
47904,1721,220,8,2024-04-15
47905,2738,210,4,2023-08-10
47906,3964,499,3,2024-08-15
47907,4917,278,3,2024-02-22
47908,7938,67,2,2024-04-04
47909,571,171,9,2024-08-14
47910,6451,277,4,2024-08-15
47911,802,257,3,2024-07-16
47912,6473,363,1,2023-08-28
47913,1620,464,6,2023-07-24
47914,5741,185,1,2024-08-18
47915,1455,186,6,2024-08-22
47916,3471,262,6,2024-09-01
47917,3405,57,10,2024-10-24
47918,3141,156,9,2025-02-10
47919,6177,337,5,2024-09-28
47920,8063,342,7,2023-09-07
47921,6644,351,4,2024-12-14
47922,4507,361,2,2023-10-25
47923,7260,95,2,2023-07-27
47924,9868,38,6,2024-03-02
47925,8746,227,10,2025-01-09
47926,2970,486,1,2025-03-06
47927,229,476,9,2023-09-15
47928,7120,257,8,2025-02-13
47929,2681,203,5,2024-04-24
47930,2024,308,5,2024-01-16
47931,1973,297,8,2024-05-01
47932,5030,111,7,2024-01-14
47933,2864,481,8,2025-03-10
47934,1374,385,3,2024-12-06
47935,1173,122,8,2023-05-26
47936,1676,153,6,2024-12-01
47937,9819,368,2,2024-06-27
47938,3286,73,3,2024-03-15
47939,7513,297,9,2023-12-18
47940,5145,300,5,2023-07-31
47941,1215,208,7,2023-10-10
47942,1033,87,2,2023-09-12
47943,5445,342,7,2024-12-17
47944,9622,462,2,2024-08-03
47945,714,321,9,2024-07-16
47946,5487,52,2,2024-05-19
47947,7258,411,7,2024-03-12
47948,6728,468,5,2025-04-24
47949,6589,246,2,2025-01-11
47950,1356,295,7,2023-09-09
47951,1221,151,1,2024-02-08
47952,802,156,6,2024-04-23
47953,6252,260,2,2025-03-22
47954,5505,227,5,2024-08-03
47955,3769,330,7,2023-11-17
47956,7441,498,2,2024-02-02
47957,5437,70,9,2023-07-23
47958,3371,329,3,2025-02-15
47959,6979,146,3,2025-05-08
47960,7073,400,10,2024-12-18
47961,2510,94,7,2025-02-13
47962,6846,153,1,2025-01-06
47963,533,305,2,2024-01-27
47964,4281,474,2,2024-01-30
47965,7843,207,3,2023-05-27
47966,5711,222,4,2024-02-15
47967,2547,2,2,2023-12-03
47968,9619,9,2,2023-11-22
47969,9492,24,10,2025-02-21
47970,4532,169,10,2024-05-09
47971,6216,251,7,2024-11-25
47972,5932,299,3,2025-03-15
47973,6502,208,8,2024-12-11
47974,1750,139,10,2024-12-03
47975,6420,97,10,2024-12-16
47976,7229,223,9,2024-02-23
47977,5030,170,8,2023-10-30
47978,4660,402,10,2024-09-18
47979,4286,63,3,2023-11-21
47980,5696,58,8,2025-02-03
47981,3600,5,8,2024-10-12
47982,1324,253,9,2023-08-26
47983,5870,116,6,2024-01-09
47984,6408,126,4,2025-01-21
47985,189,309,9,2024-02-09
47986,645,8,3,2023-11-23
47987,6313,384,6,2023-11-03
47988,569,48,9,2023-07-01
47989,621,317,10,2024-09-06
47990,921,166,6,2023-05-22
47991,9162,348,10,2024-06-03
47992,5309,320,7,2025-05-01
47993,3594,414,6,2024-07-14
47994,5787,411,4,2023-10-08
47995,8614,232,3,2023-05-28
47996,1561,146,8,2023-07-15
47997,7375,461,1,2025-03-13
47998,503,460,9,2024-08-11
47999,2202,265,7,2024-12-10
48000,3516,299,1,2024-09-08
48001,369,2,4,2024-02-22
48002,6719,421,7,2024-07-18
48003,4157,237,5,2023-11-23
48004,7060,261,3,2023-08-02
48005,1257,71,3,2025-01-26
48006,8006,428,10,2024-08-23
48007,7601,217,6,2024-03-20
48008,3399,21,2,2025-01-10
48009,7940,243,1,2023-08-18
48010,933,478,10,2023-10-31
48011,3830,137,6,2023-10-01
48012,7724,141,7,2024-08-13
48013,5207,87,4,2024-06-14
48014,2597,19,9,2024-08-25
48015,566,91,6,2023-10-03
48016,7118,62,4,2024-12-16
48017,3592,102,4,2023-06-22
48018,6285,190,8,2025-03-18
48019,7132,40,1,2024-07-27
48020,4492,442,1,2023-07-13
48021,5625,277,8,2024-02-11
48022,1697,414,6,2023-09-08
48023,1993,386,4,2024-04-17
48024,9371,359,3,2025-02-02
48025,3247,155,2,2024-06-11
48026,8423,218,9,2023-11-05
48027,7133,382,8,2025-03-17
48028,4459,435,3,2024-03-14
48029,4197,167,10,2024-10-12
48030,978,162,7,2024-06-23
48031,4800,33,7,2024-05-31
48032,5166,29,6,2023-07-13
48033,7189,34,5,2024-05-13
48034,3650,438,8,2023-05-31
48035,4269,264,4,2024-08-29
48036,2895,80,6,2023-12-17
48037,4493,408,6,2024-09-04
48038,3720,262,1,2024-12-10
48039,93,195,10,2024-09-17
48040,4969,211,7,2024-06-22
48041,6650,249,1,2025-04-12
48042,4927,7,6,2025-03-04
48043,7438,45,9,2025-01-28
48044,8621,217,7,2023-06-20
48045,8490,307,3,2024-10-14
48046,7026,177,9,2023-05-19
48047,9862,460,6,2024-05-04
48048,1489,252,3,2024-09-26
48049,5282,69,1,2023-09-18
48050,3024,99,7,2024-06-16
48051,7018,53,10,2024-05-29
48052,1645,348,3,2025-01-13
48053,2365,434,9,2024-04-16
48054,7143,463,7,2024-04-04
48055,9787,432,9,2024-08-29
48056,8796,89,7,2025-03-11
48057,4256,100,1,2023-05-29
48058,2771,452,4,2024-04-09
48059,7950,476,3,2023-06-14
48060,1532,242,2,2024-10-19
48061,2832,232,4,2024-02-12
48062,3282,200,5,2024-04-10
48063,7616,434,3,2024-07-21
48064,2459,120,6,2024-06-12
48065,3243,440,4,2024-08-02
48066,9891,82,9,2024-02-21
48067,2117,269,9,2023-12-23
48068,3343,148,10,2024-02-06
48069,5264,363,4,2024-06-05
48070,8930,244,7,2025-02-28
48071,917,424,4,2023-12-17
48072,2296,442,10,2023-06-05
48073,9538,56,5,2023-07-22
48074,8283,306,1,2023-11-24
48075,2413,394,5,2024-04-22
48076,2485,380,4,2023-08-14
48077,5227,95,9,2025-01-01
48078,9579,195,7,2025-04-09
48079,9401,289,10,2023-07-17
48080,5195,377,6,2024-12-23
48081,8610,486,2,2024-06-29
48082,3341,76,5,2024-10-15
48083,3720,117,7,2025-03-18
48084,5520,253,2,2024-06-23
48085,6519,359,8,2025-01-19
48086,3482,20,4,2025-02-24
48087,2787,249,4,2024-11-04
48088,4034,44,8,2023-06-23
48089,8717,363,5,2023-07-19
48090,1328,387,9,2023-11-05
48091,2962,203,1,2025-01-10
48092,4888,333,9,2024-09-08
48093,5627,388,10,2023-08-18
48094,1710,352,4,2024-04-01
48095,1567,128,1,2024-10-12
48096,3487,265,9,2024-01-10
48097,9799,308,7,2024-08-05
48098,5407,178,10,2023-05-24
48099,9644,232,7,2023-08-20
48100,7278,476,10,2023-07-11
48101,2032,21,7,2023-06-13
48102,2903,412,1,2025-02-01
48103,4031,443,7,2024-02-29
48104,4690,205,1,2024-03-09
48105,604,473,10,2025-02-23
48106,8947,238,8,2024-01-30
48107,7528,456,4,2024-04-18
48108,5845,209,5,2023-09-20
48109,4227,287,5,2024-08-10
48110,9089,230,9,2023-07-27
48111,9506,313,6,2023-11-08
48112,8224,343,9,2023-06-19
48113,6829,29,4,2024-07-31
48114,9383,361,8,2024-08-13
48115,766,224,5,2025-03-12
48116,6062,335,5,2024-07-24
48117,6625,204,1,2024-04-13
48118,9455,222,5,2024-12-29
48119,8665,444,5,2023-08-08
48120,7830,498,5,2023-07-21
48121,5182,62,6,2024-09-23
48122,6696,213,1,2025-03-24
48123,957,303,8,2023-09-07
48124,8185,162,4,2023-09-02
48125,7544,330,4,2024-11-26
48126,8737,300,4,2023-12-06
48127,5810,350,1,2023-05-21
48128,5261,403,8,2023-11-02
48129,9042,193,5,2024-12-09
48130,8820,64,1,2024-09-24
48131,7890,107,8,2024-04-05
48132,8876,210,4,2023-09-30
48133,9043,196,10,2023-07-18
48134,1124,10,1,2025-01-24
48135,5609,448,8,2024-01-15
48136,9949,224,5,2023-12-26
48137,8936,118,5,2025-05-06
48138,5057,37,2,2024-01-05
48139,4522,453,4,2023-06-03
48140,3843,242,7,2023-08-07
48141,6804,218,10,2024-01-29
48142,9597,45,7,2023-08-31
48143,7300,69,3,2024-01-28
48144,4546,98,10,2024-09-06
